question,answer,language,category
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
அரிசியில் பூச்சிகளை எவ்வாறு கட்டுப்படுத்துவது?,நீம் எண்ணெய் அல்லது பெரோமோன் கொள்கலன்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
வெயில் காலத்தில் எந்த பயிர் சிறந்தது?,"சோளம், சொர்க்கம் மற்றும் கம்பு வெயில் காலத்திற்கு சிறந்தது.",ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
கோதுமை வளர்க்க சிறந்த உரம் எது?,யூரியா மற்றும் டிஏபி போன்ற நைட்ரஜன் நிறைந்த உரங்களை பயன்படுத்தவும்.,ta_IN,general_agriculture
நெல் பயிர்க்கு எவ்வளவு தண்ணீர் தேவை?,நெல் பயிர்க்கு 1200mm முதல் 1500mm வரை நீர் தேவை.,ta_IN,general_agriculture
ఎండాకాలానికి ఏ పంట మంచిది?,"మొక్కజొన్న, జొన్న మరియు సజ్జలు వేసవి కాలానికి అనుకూలం.",te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
చెరకు పెంచడానికి ఉత్తమ నేల ఏమిటి?,నాలుక మట్టి చెరకు సాగు కోసం ఉత్తమమైనది.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
గోధుమలకు ఏ ఎరువు మంచిది?,యూరియా మరియు డీఏపీ లాంటి నైట్రోజన్ అధికంగా ఉన్న ఎరువులను ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
బియ్యంలో పురుగులను ఎలా నివారించాలి?,నిమ్మ నూనె లేదా ఫెరోమోన్ ఉరులు ఉపయోగించండి.,te_IN,general_agriculture
వరి పంటకు ఎంత నీరు అవసరం?,వరి పంటకు సుమారు 1200mm నుండి 1500mm వరకు నీరు అవసరం.,te_IN,general_agriculture
